Report Date,Borough,Community Districts,Census Type,Adult Family Commercial Hotel,Adult Family Shelter,Adult Shelter,Adult Shelter Commercial Hotel,Family Cluster,Family with Children Commercial Hotel,Family with Children Shelter
10/31/2020,Bronx,1,Individuals,,189,73,140,31,64,1202
10/31/2020,Bronx,2,Individuals,,160,0,,204,,866
10/31/2020,Bronx,3,Individuals,,258,218,123,62,115,1295
10/31/2020,Bronx,4,Individuals,,,206,99,910,,2134
10/31/2020,Bronx,5,Individuals,,203,0,,755,,1054
10/31/2020,Bronx,6,Individuals,,66,33,,205,,1898
10/31/2020,Bronx,7,Individuals,,99,101,,234,,275
10/31/2020,Bronx,8,Individuals,,,,,,,233
10/31/2020,Bronx,9,Individuals,,,50,,167,,752
10/31/2020,Bronx,10,Individuals,,,,,,,591
10/31/2020,Bronx,11,Individuals,,,,,,,
10/31/2020,Bronx,12,Individuals,,,74,137,,,281
10/31/2020,Brooklyn,1,Individuals,,145,330,227,,101,
10/31/2020,Brooklyn,2,Individuals,,78,96,296,,,68
10/31/2020,Brooklyn,3,Individuals,,,31,100,69,235,487
10/31/2020,Brooklyn,4,Individuals,,,100,281,39,,802
10/31/2020,Brooklyn,5,Individuals,,,441,379,,93,281
10/31/2020,Brooklyn,6,Individuals,,112,48,421,,,289
10/31/2020,Brooklyn,7,Individuals,,,185,693,,,
10/31/2020,Brooklyn,8,Individuals,,,221,87,,,429
10/31/2020,Brooklyn,9,Individuals,,,111,,,,422
10/31/2020,Brooklyn,10,Individuals,,,,,,,
10/31/2020,Brooklyn,11,Individuals,,,,,,,
10/31/2020,Brooklyn,12,Individuals,,,0,96,,,140
10/31/2020,Brooklyn,13,Individuals,,,,,,118,
10/31/2020,Brooklyn,14,Individuals,,,,,,,83
10/31/2020,Brooklyn,15,Individuals,,,,,,,194
10/31/2020,Brooklyn,16,Individuals,,,141,385,,143,2310
10/31/2020,Brooklyn,17,Individuals,,,,136,,,647
10/31/2020,Brooklyn,18,Individuals,,340,,,,,746
10/31/2020,Manhattan,1,Individuals,,,,169,,96,
10/31/2020,Manhattan,2,Individuals,,,,159,,,
10/31/2020,Manhattan,3,Individuals,,,131,534,14,190,323
10/31/2020,Manhattan,4,Individuals,,,0,1449,,518,
10/31/2020,Manhattan,5,Individuals,,294,,1718,,1634,336
10/31/2020,Manhattan,6,Individuals,,,582,514,,,
10/31/2020,Manhattan,7,Individuals,,204,62,655,,,558
10/31/2020,Manhattan,8,Individuals,,,40,301,,,
10/31/2020,Manhattan,9,Individuals,,,,,,,673
10/31/2020,Manhattan,10,Individuals,,,388,,,,749
10/31/2020,Manhattan,11,Individuals,,,776,,,,541
10/31/2020,Manhattan,12,Individuals,,,218,,,111,
10/31/2020,Queens,1,Individuals,,,116,898,,206,314
10/31/2020,Queens,2,Individuals,,275,,110,,448,202
10/31/2020,Queens,3,Individuals,,,,366,,,688
10/31/2020,Queens,4,Individuals,,,,142,,103,526
10/31/2020,Queens,5,Individuals,,,95,,,,
10/31/2020,Queens,6,Individuals,,,,,,,
10/31/2020,Queens,7,Individuals,,,99,198,,138,
10/31/2020,Queens,8,Individuals,,,,,,,334
10/31/2020,Queens,9,Individuals,,,0,,,,
10/31/2020,Queens,10,Individuals,328,,165,60,,313,
10/31/2020,Queens,11,Individuals,,,,,,,
10/31/2020,Queens,12,Individuals,,229,168,1091,,,1375
10/31/2020,Queens,13,Individuals,,,,594,,153,787
10/31/2020,Queens,14,Individuals,,289,0,195,,179,161
10/31/2020,Staten Island,1,Individuals,,,,,,,94
10/31/2020,Staten Island,2,Individuals,,,,,,,
10/31/2020,Staten Island,3,Individuals,,,,,,,
11/30/2020,Bronx,1,Individuals,,182,83,157,33,,1204
11/30/2020,Bronx,2,Individuals,,156,0,,194,,861
11/30/2020,Bronx,3,Individuals,,205,229,122,53,105,1282
11/30/2020,Bronx,4,Individuals,,,208,99,889,,2155
11/30/2020,Bronx,5,Individuals,,201,0,,741,,1021
11/30/2020,Bronx,6,Individuals,,68,32,,206,,1849
11/30/2020,Bronx,7,Individuals,,83,103,,220,,287
11/30/2020,Bronx,8,Individuals,,,,,,,237
11/30/2020,Bronx,9,Individuals,,,67,,163,,737
11/30/2020,Bronx,10,Individuals,,,,,,,599
11/30/2020,Bronx,11,Individuals,,,,,,,
11/30/2020,Bronx,12,Individuals,,,72,142,,,278
11/30/2020,Brooklyn,1,Individuals,,143,323,212,,97,
11/30/2020,Brooklyn,2,Individuals,,102,106,295,,,74
11/30/2020,Brooklyn,3,Individuals,,,28,103,,210,481
11/30/2020,Brooklyn,4,Individuals,,,97,281,,,809
11/30/2020,Brooklyn,5,Individuals,,,466,368,,96,306
11/30/2020,Brooklyn,6,Individuals,,101,52,422,,,336
11/30/2020,Brooklyn,7,Individuals,,,186,723,,,
11/30/2020,Brooklyn,8,Individuals,,,218,89,,,441
11/30/2020,Brooklyn,9,Individuals,,,109,,,,413
11/30/2020,Brooklyn,10,Individuals,,,,,,,
11/30/2020,Brooklyn,11,Individuals,,,,,,,
11/30/2020,Brooklyn,12,Individuals,,,,104,,,144
11/30/2020,Brooklyn,13,Individuals,,,,,,114,
11/30/2020,Brooklyn,14,Individuals,,,,,,,75
11/30/2020,Brooklyn,15,Individuals,,,,,,,182
11/30/2020,Brooklyn,16,Individuals,,,144,460,,139,2272
11/30/2020,Brooklyn,17,Individuals,,,,136,,,611
11/30/2020,Brooklyn,18,Individuals,,346,,,,,733
11/30/2020,Manhattan,1,Individuals,,,,199,,101,
11/30/2020,Manhattan,2,Individuals,,,,161,,,
11/30/2020,Manhattan,3,Individuals,,,126,536,14,175,326
11/30/2020,Manhattan,4,Individuals,,,0,1475,,542,
11/30/2020,Manhattan,5,Individuals,,286,,1723,,1599,335
11/30/2020,Manhattan,6,Individuals,,,528,495,,,
11/30/2020,Manhattan,7,Individuals,,196,135,635,,,549
11/30/2020,Manhattan,8,Individuals,,,40,303,,,
11/30/2020,Manhattan,9,Individuals,,,,,,,691
11/30/2020,Manhattan,10,Individuals,,,339,,,,767
11/30/2020,Manhattan,11,Individuals,,,774,,,,508
11/30/2020,Manhattan,12,Individuals,,,225,,,114,
11/30/2020,Queens,1,Individuals,,,119,882,,174,312
11/30/2020,Queens,2,Individuals,,266,,110,,420,181
11/30/2020,Queens,3,Individuals,,,,374,,,672
11/30/2020,Queens,4,Individuals,,,,164,,113,510
11/30/2020,Queens,5,Individuals,,,95,,,,
11/30/2020,Queens,6,Individuals,,,,,,,
11/30/2020,Queens,7,Individuals,,,96,201,,121,
11/30/2020,Queens,8,Individuals,,,,,,,316
11/30/2020,Queens,9,Individuals,,,,,,,
11/30/2020,Queens,10,Individuals,333,,168,60,,293,
11/30/2020,Queens,11,Individuals,,,,,,,
11/30/2020,Queens,12,Individuals,,233,171,1049,,,1336
11/30/2020,Queens,13,Individuals,,,,605,,166,784
11/30/2020,Queens,14,Individuals,,288,0,190,,189,152
11/30/2020,Staten Island,1,Individuals,,,,,,,82
11/30/2020,Staten Island,2,Individuals,,,,,,,
11/30/2020,Staten Island,3,Individuals,,,,,,,
12/31/2020,Bronx,1,Individuals,,176,83,170,,,1211
12/31/2020,Bronx,2,Individuals,,167,0,,182,,865
12/31/2020,Bronx,3,Individuals,,96,338,126,65,90,1321
12/31/2020,Bronx,4,Individuals,,,204,100,859,,2140
12/31/2020,Bronx,5,Individuals,,201,,,741,,1066
12/31/2020,Bronx,6,Individuals,,70,20,,214,,1878
12/31/2020,Bronx,7,Individuals,,98,103,,210,,274
12/31/2020,Bronx,8,Individuals,,,,,,,233
12/31/2020,Bronx,9,Individuals,,,73,,,,905
12/31/2020,Bronx,10,Individuals,,,,,,,570
12/31/2020,Bronx,11,Individuals,,,,,,,
12/31/2020,Bronx,12,Individuals,,,72,136,,,270
12/31/2020,Brooklyn,1,Individuals,,147,292,210,,100,
12/31/2020,Brooklyn,2,Individuals,,88,105,297,,,62
12/31/2020,Brooklyn,3,Individuals,,,31,101,,188,466
12/31/2020,Brooklyn,4,Individuals,,,134,283,,,781
12/31/2020,Brooklyn,5,Individuals,,,436,358,,89,304
12/31/2020,Brooklyn,6,Individuals,,113,52,413,,,322
12/31/2020,Brooklyn,7,Individuals,,,178,730,,,
12/31/2020,Brooklyn,8,Individuals,,,220,80,,,462
12/31/2020,Brooklyn,9,Individuals,,,110,,,,404
12/31/2020,Brooklyn,10,Individuals,,,,,,,
12/31/2020,Brooklyn,11,Individuals,,,,,,,
12/31/2020,Brooklyn,12,Individuals,,,,102,,,137
12/31/2020,Brooklyn,13,Individuals,,,,,,96,
12/31/2020,Brooklyn,14,Individuals,,,,,,,69
12/31/2020,Brooklyn,15,Individuals,,,,,,,165
12/31/2020,Brooklyn,16,Individuals,,,147,459,,135,2138
12/31/2020,Brooklyn,17,Individuals,,,,129,,,581
12/31/2020,Brooklyn,18,Individuals,,343,,,,,692
12/31/2020,Manhattan,1,Individuals,,,,197,,103,
12/31/2020,Manhattan,2,Individuals,,,,174,,,
12/31/2020,Manhattan,3,Individuals,,,94,523,10,173,318
12/31/2020,Manhattan,4,Individuals,,,,1483,,589,
12/31/2020,Manhattan,5,Individuals,,297,,1713,,1566,331
12/31/2020,Manhattan,6,Individuals,,,488,506,,,
12/31/2020,Manhattan,7,Individuals,,191,133,623,,,558
12/31/2020,Manhattan,8,Individuals,,,40,306,,,
12/31/2020,Manhattan,9,Individuals,,,,,,,643
12/31/2020,Manhattan,10,Individuals,,,332,,,,760
12/31/2020,Manhattan,11,Individuals,,,774,,,,491
12/31/2020,Manhattan,12,Individuals,,,220,,,111,
12/31/2020,Queens,1,Individuals,,,117,909,,150,299
12/31/2020,Queens,2,Individuals,,273,,111,,388,182
12/31/2020,Queens,3,Individuals,,,,423,,,682
12/31/2020,Queens,4,Individuals,,,,156,,94,511
12/31/2020,Queens,5,Individuals,,,96,,,,
12/31/2020,Queens,6,Individuals,,,,,,,
12/31/2020,Queens,7,Individuals,,,99,198,,99,
12/31/2020,Queens,8,Individuals,,,,,,,284
12/31/2020,Queens,9,Individuals,,,,,,,
12/31/2020,Queens,10,Individuals,353,,146,60,,289,
12/31/2020,Queens,11,Individuals,,,,,,,
12/31/2020,Queens,12,Individuals,,217,170,1033,,,1305
12/31/2020,Queens,13,Individuals,,,,578,,180,769
12/31/2020,Queens,14,Individuals,,291,,195,,165,134
12/31/2020,Staten Island,1,Individuals,,,,,,,95
12/31/2020,Staten Island,2,Individuals,,,,,,,
12/31/2020,Staten Island,3,Individuals,,,,,,,
03/31/2021,Bronx,1,Individuals,,,216,176,,,1050
03/31/2021,Bronx,2,Individuals,,174,0,,183,,887
03/31/2021,Bronx,3,Individuals,,90,305,169,,,1315
03/31/2021,Bronx,4,Individuals,,,202,99,553,,2088
03/31/2021,Bronx,5,Individuals,,199,,,585,,1208
03/31/2021,Bronx,6,Individuals,,74,27,,,,1963
03/31/2021,Bronx,7,Individuals,,94,99,,115,,291
03/31/2021,Bronx,8,Individuals,,,,,,,212
03/31/2021,Bronx,9,Individuals,,,75,,,,863
03/31/2021,Bronx,10,Individuals,,,,,,,572
03/31/2021,Bronx,11,Individuals,,,,,,,
03/31/2021,Bronx,12,Individuals,,,72,140,,,263
03/31/2021,Brooklyn,1,Individuals,,143,303,230,,86,
03/31/2021,Brooklyn,2,Individuals,,86,104,298,,,58
03/31/2021,Brooklyn,3,Individuals,,,31,100,,123,300
03/31/2021,Brooklyn,4,Individuals,,,126,278,,,793
03/31/2021,Brooklyn,5,Individuals,,,396,369,,79,383
03/31/2021,Brooklyn,6,Individuals,,116,114,415,,,325
03/31/2021,Brooklyn,7,Individuals,,,183,731,,,
03/31/2021,Brooklyn,8,Individuals,,,151,85,,,422
03/31/2021,Brooklyn,9,Individuals,,,112,,,,403
03/31/2021,Brooklyn,10,Individuals,,,,,,,
03/31/2021,Brooklyn,11,Individuals,,,,,,,
03/31/2021,Brooklyn,12,Individuals,,,,93,,,140
03/31/2021,Brooklyn,13,Individuals,,,,65,,,2
03/31/2021,Brooklyn,14,Individuals,,,,,,,69
03/31/2021,Brooklyn,15,Individuals,,,,,,,139
03/31/2021,Brooklyn,16,Individuals,,,126,505,,56,2133
03/31/2021,Brooklyn,17,Individuals,,,,131,,,625
03/31/2021,Brooklyn,18,Individuals,,328,,,,,589
03/31/2021,Manhattan,1,Individuals,,,,241,,96,
01/31/2021,Bronx,1,Individuals,,,78,177,,,1231
01/31/2021,Bronx,2,Individuals,,179,,,184,,898
01/31/2021,Bronx,3,Individuals,,96,343,121,,,1339
01/31/2021,Bronx,4,Individuals,,,205,100,715,,2136
01/31/2021,Bronx,5,Individuals,,193,,,652,,1132
01/31/2021,Bronx,6,Individuals,,82,30,,,,2032
01/31/2021,Bronx,7,Individuals,,100,100,,174,,290
01/31/2021,Bronx,8,Individuals,,,,,,,233
01/31/2021,Bronx,9,Individuals,,,55,,,,916
01/31/2021,Bronx,10,Individuals,,,,,,,587
01/31/2021,Bronx,11,Individuals,,,,,,,
01/31/2021,Bronx,12,Individuals,,,73,139,,,281
01/31/2021,Brooklyn,1,Individuals,,147,302,258,,99,
01/31/2021,Brooklyn,2,Individuals,,90,105,286,,,73
01/31/2021,Brooklyn,3,Individuals,,,31,102,,195,478
01/31/2021,Brooklyn,4,Individuals,,,124,276,,,810
01/31/2021,Brooklyn,5,Individuals,,,434,368,,84,345
01/31/2021,Brooklyn,6,Individuals,,116,50,425,,,343
01/31/2021,Brooklyn,7,Individuals,,,187,726,,,
01/31/2021,Brooklyn,8,Individuals,,,222,82,,,443
01/31/2021,Brooklyn,9,Individuals,,,108,,,,408
01/31/2021,Brooklyn,10,Individuals,,,,,,,
01/31/2021,Brooklyn,11,Individuals,,,,,,,
01/31/2021,Brooklyn,12,Individuals,,,,99,,,146
01/31/2021,Brooklyn,13,Individuals,,,,45,,,
01/31/2021,Brooklyn,14,Individuals,,,,,,,69
01/31/2021,Brooklyn,15,Individuals,,,,,,,162
01/31/2021,Brooklyn,16,Individuals,,,140,471,,64,2085
01/31/2021,Brooklyn,17,Individuals,,,,136,,,609
01/31/2021,Brooklyn,18,Individuals,,350,,,,,636
01/31/2021,Manhattan,1,Individuals,,,,236,,94,
01/31/2021,Manhattan,2,Individuals,,,,192,,,
01/31/2021,Manhattan,3,Individuals,,,92,528,,174,325
01/31/2021,Manhattan,4,Individuals,,,270,1289,,588,
01/31/2021,Manhattan,5,Individuals,,319,,1717,,1540,342
01/31/2021,Manhattan,6,Individuals,,,539,473,,,
01/31/2021,Manhattan,7,Individuals,,198,127,597,,,572
01/31/2021,Manhattan,8,Individuals,,,38,304,,,
01/31/2021,Manhattan,9,Individuals,,,,,,,631
01/31/2021,Manhattan,10,Individuals,,,344,,,,724
01/31/2021,Manhattan,11,Individuals,,,777,,,,494
01/31/2021,Manhattan,12,Individuals,,,225,,,109,
01/31/2021,Queens,1,Individuals,,,117,979,,149,300
01/31/2021,Queens,2,Individuals,,276,,110,,326,179
01/31/2021,Queens,3,Individuals,,,,499,,,695
01/31/2021,Queens,4,Individuals,,,,161,,59,486
01/31/2021,Queens,5,Individuals,,,100,,,,
01/31/2021,Queens,6,Individuals,,,,,,,
01/31/2021,Queens,7,Individuals,,,96,195,,87,
01/31/2021,Queens,8,Individuals,,,,,,,313
01/31/2021,Queens,9,Individuals,,,,,,,
01/31/2021,Queens,10,Individuals,360,,162,58,,274,
01/31/2021,Queens,11,Individuals,,,,,,,
01/31/2021,Queens,12,Individuals,,211,167,1034,,,1303
01/31/2021,Queens,13,Individuals,,,,601,,183,835
01/31/2021,Queens,14,Individuals,,294,,197,,158,134
01/31/2021,Staten Island,1,Individuals,,,,,,,107
01/31/2021,Staten Island,2,Individuals,,,,,,,
01/31/2021,Staten Island,3,Individuals,,,,,,,
03/31/2021,Manhattan,2,Individuals,,,,196,,,
03/31/2021,Manhattan,3,Individuals,,,114,526,,157,328
03/31/2021,Manhattan,4,Individuals,,,,1533,,546,
03/31/2021,Manhattan,5,Individuals,,288,,1725,,1419,322
03/31/2021,Manhattan,6,Individuals,,,471,460,,,
03/31/2021,Manhattan,7,Individuals,,204,126,559,,,566
03/31/2021,Manhattan,8,Individuals,,,39,300,,,
03/31/2021,Manhattan,9,Individuals,,,,,,,621
03/31/2021,Manhattan,10,Individuals,,,331,,,,707
03/31/2021,Manhattan,11,Individuals,,,725,,,,454
03/31/2021,Manhattan,12,Individuals,,,220,,,87,
02/28/2021,Bronx,1,Individuals,,,188,174,,,1100
02/28/2021,Bronx,2,Individuals,,175,0,,172,,879
02/28/2021,Bronx,3,Individuals,,96,212,158,,,1334
02/28/2021,Bronx,4,Individuals,,,204,100,583,,2168
02/28/2021,Bronx,5,Individuals,,196,0,,582,,1197
02/28/2021,Bronx,6,Individuals,,80,26,,,,2026
02/28/2021,Bronx,7,Individuals,,96,97,,128,,291
02/28/2021,Bronx,8,Individuals,,,,,,,234
02/28/2021,Bronx,9,Individuals,,,64,,,,915
02/28/2021,Bronx,10,Individuals,,,,,,,583
02/28/2021,Bronx,11,Individuals,,,,,,,
02/28/2021,Bronx,12,Individuals,,,72,137,,,272
02/28/2021,Brooklyn,1,Individuals,,137,291,192,,103,
02/28/2021,Brooklyn,2,Individuals,,108,102,297,,,66
02/28/2021,Brooklyn,3,Individuals,,,31,102,,165,478
02/28/2021,Brooklyn,4,Individuals,,,128,278,,,790
02/28/2021,Brooklyn,5,Individuals,,,556,369,,76,358
02/28/2021,Brooklyn,6,Individuals,,112,49,420,,,346
02/28/2021,Brooklyn,7,Individuals,,,187,736,,,
02/28/2021,Brooklyn,8,Individuals,,,218,88,,,432
02/28/2021,Brooklyn,9,Individuals,,,112,,,,394
02/28/2021,Brooklyn,10,Individuals,,,,,,,
02/28/2021,Brooklyn,11,Individuals,,,,,,,
02/28/2021,Brooklyn,12,Individuals,,,,98,,,143
02/28/2021,Brooklyn,13,Individuals,,,,69,,,
02/28/2021,Brooklyn,14,Individuals,,,,,,,64
02/28/2021,Brooklyn,15,Individuals,,,,,,,154
02/28/2021,Brooklyn,16,Individuals,,,140,499,,59,2103
02/28/2021,Brooklyn,17,Individuals,,,,134,,,643
02/28/2021,Brooklyn,18,Individuals,,339,,,,,595
02/28/2021,Manhattan,1,Individuals,,,,240,,100,
02/28/2021,Manhattan,2,Individuals,,,,195,,,
02/28/2021,Manhattan,3,Individuals,,,93,530,,182,347
02/28/2021,Manhattan,4,Individuals,,,,1551,,587,
02/28/2021,Manhattan,5,Individuals,,310,,1728,,1569,334
02/28/2021,Manhattan,6,Individuals,,,529,472,,,
02/28/2021,Manhattan,7,Individuals,,200,76,575,,,573
02/28/2021,Manhattan,8,Individuals,,,39,301,,,
02/28/2021,Manhattan,9,Individuals,,,,,,,642
02/28/2021,Manhattan,10,Individuals,,,322,,,,737
02/28/2021,Manhattan,11,Individuals,,,768,,,,485
02/28/2021,Manhattan,12,Individuals,,,220,,,101,
02/28/2021,Queens,1,Individuals,,,112,889,,142,302
02/28/2021,Queens,2,Individuals,,264,,112,,316,177
02/28/2021,Queens,3,Individuals,,,,453,,,691
02/28/2021,Queens,4,Individuals,,,,177,,,494
02/28/2021,Queens,5,Individuals,,,100,,,,
02/28/2021,Queens,6,Individuals,,,,,,,
02/28/2021,Queens,7,Individuals,,,96,200,,85,
02/28/2021,Queens,8,Individuals,,,,,,,322
02/28/2021,Queens,9,Individuals,,,,,,,
02/28/2021,Queens,10,Individuals,335,,168,59,,257,
02/28/2021,Queens,11,Individuals,,,,,,,
02/28/2021,Queens,12,Individuals,,208,165,992,,,1338
02/28/2021,Queens,13,Individuals,,,,590,,187,817
02/28/2021,Queens,14,Individuals,,296,,190,,125,136
02/28/2021,Staten Island,1,Individuals,,,,,,,109
02/28/2021,Staten Island,2,Individuals,,,,,,,
02/28/2021,Staten Island,3,Individuals,,,,,,,
03/31/2021,Queens,1,Individuals,,,115,875,,137,304
03/31/2021,Queens,2,Individuals,,262,,108,,295,175
03/31/2021,Queens,3,Individuals,,,,418,,,706
03/31/2021,Queens,4,Individuals,,,,216,,,494
03/31/2021,Queens,5,Individuals,,,97,,,,
03/31/2021,Queens,6,Individuals,,,,,,,
03/31/2021,Queens,7,Individuals,,,98,197,,79,
03/31/2021,Queens,8,Individuals,,,,,,,310
03/31/2021,Queens,9,Individuals,,,,,,,
03/31/2021,Queens,10,Individuals,328,,159,59,,269,
03/31/2021,Queens,11,Individuals,,,,,,,
03/31/2021,Queens,12,Individuals,,189,160,958,,,1267
03/31/2021,Queens,13,Individuals,,,,583,,168,801
03/31/2021,Queens,14,Individuals,,296,,187,,97,138
03/31/2021,Staten Island,1,Individuals,,,,,,,102
03/31/2021,Staten Island,2,Individuals,,,,,,,
03/31/2021,Staten Island,3,Individuals,,,,,,,
05/31/2021,Bronx,1,Individuals,,,225,162,,,1052
05/31/2021,Bronx,2,Individuals,,170,0,,154,,881
05/31/2021,Bronx,3,Individuals,,94,298,181,,,1172
05/31/2021,Bronx,4,Individuals,,,205,100,618,,2040
05/31/2021,Bronx,5,Individuals,,165,,,527,,1177
05/31/2021,Bronx,6,Individuals,,63,28,,,,1932
05/31/2021,Bronx,7,Individuals,,82,95,,120,,279
05/31/2021,Bronx,8,Individuals,,,,,,,218
05/31/2021,Bronx,9,Individuals,,,75,,,,957
05/31/2021,Bronx,10,Individuals,,,,,,,536
05/31/2021,Bronx,11,Individuals,,,,,,,
05/31/2021,Bronx,12,Individuals,,,71,138,,,250
05/31/2021,Brooklyn,1,Individuals,,137,260,163,,67,
05/31/2021,Brooklyn,2,Individuals,,94,98,299,,,51
05/31/2021,Brooklyn,3,Individuals,,,30,103,,84,266
05/31/2021,Brooklyn,4,Individuals,,,131,266,,,814
05/31/2021,Brooklyn,5,Individuals,,,380,347,,68,356
05/31/2021,Brooklyn,6,Individuals,,116,117,405,,,320
05/31/2021,Brooklyn,7,Individuals,,,181,694,,,43
05/31/2021,Brooklyn,8,Individuals,,,170,83,,,406
05/31/2021,Brooklyn,9,Individuals,,,106,,,,392
05/31/2021,Brooklyn,10,Individuals,,,,,,,
05/31/2021,Brooklyn,11,Individuals,,,,,,,
05/31/2021,Brooklyn,12,Individuals,,,,98,,,128
05/31/2021,Brooklyn,13,Individuals,,,,70,,,16
05/31/2021,Brooklyn,14,Individuals,,,,,,,75
05/31/2021,Brooklyn,15,Individuals,,,,,,,135
05/31/2021,Brooklyn,16,Individuals,,,123,512,,69,1925
05/31/2021,Brooklyn,17,Individuals,,,,126,,,601
05/31/2021,Brooklyn,18,Individuals,,326,,,,,538
05/31/2021,Manhattan,1,Individuals,,,,235,,80,
05/31/2021,Manhattan,2,Individuals,,,,191,,,
05/31/2021,Manhattan,3,Individuals,,,100,527,,113,324
05/31/2021,Manhattan,4,Individuals,,,,1434,,573,
05/31/2021,Manhattan,5,Individuals,,260,,1744,,1289,273
05/31/2021,Manhattan,6,Individuals,,,382,450,,,
05/31/2021,Manhattan,7,Individuals,,198,127,518,,,550
05/31/2021,Manhattan,8,Individuals,,,37,294,,,
05/31/2021,Manhattan,9,Individuals,,,,,,,598
05/31/2021,Manhattan,10,Individuals,,,321,,,,526
05/31/2021,Manhattan,11,Individuals,,,762,,,,462
05/31/2021,Manhattan,12,Individuals,,,208,,,,
05/31/2021,Queens,1,Individuals,,,114,845,,108,286
05/31/2021,Queens,2,Individuals,,227,,105,,208,187
05/31/2021,Queens,3,Individuals,,,,348,,,639
05/31/2021,Queens,4,Individuals,,,,241,,,493
05/31/2021,Queens,5,Individuals,,,93,,,,
05/31/2021,Queens,6,Individuals,,,,,,,
05/31/2021,Queens,7,Individuals,,,90,194,,65,
05/31/2021,Queens,8,Individuals,,,,,,,304
05/31/2021,Queens,9,Individuals,,,,,,,
05/31/2021,Queens,10,Individuals,310,,168,56,,235,
05/31/2021,Queens,11,Individuals,,,,,,,
05/31/2021,Queens,12,Individuals,,175,135,758,,,1269
05/31/2021,Queens,13,Individuals,,,,582,,66,708
05/31/2021,Queens,14,Individuals,,288,,184,,93,134
05/31/2021,Staten Island,1,Individuals,,,,,,,90
05/31/2021,Staten Island,2,Individuals,,,,,,,
05/31/2021,Staten Island,3,Individuals,,,,,,,
06/30/2021,Bronx,1,Individuals,,,220,172,,,1019
06/30/2021,Bronx,2,Individuals,,160,,,143,,893
06/30/2021,Bronx,3,Individuals,,90,307,193,,,837
06/30/2021,Bronx,4,Individuals,,,287,97,667,,2139
06/30/2021,Bronx,5,Individuals,,159,64,,550,,1235
04/30/2021,Bronx,1,Individuals,,,216,173,,,1038
04/30/2021,Bronx,2,Individuals,,176,0,,173,,879
04/30/2021,Bronx,3,Individuals,,88,289,180,,,1266
04/30/2021,Bronx,4,Individuals,,,199,100,556,,2093
04/30/2021,Bronx,5,Individuals,,189,,,536,,1165
04/30/2021,Bronx,6,Individuals,,72,25,,,,1919
04/30/2021,Bronx,7,Individuals,,86,98,,100,,296
04/30/2021,Bronx,8,Individuals,,,,,,,206
04/30/2021,Bronx,9,Individuals,,,74,,,,945
04/30/2021,Bronx,10,Individuals,,,,,,,557
04/30/2021,Bronx,11,Individuals,,,,,,,
04/30/2021,Bronx,12,Individuals,,,69,132,,,272
04/30/2021,Brooklyn,1,Individuals,,143,263,222,,81,
04/30/2021,Brooklyn,2,Individuals,,100,103,297,,,56
04/30/2021,Brooklyn,3,Individuals,,,31,100,,98,263
04/30/2021,Brooklyn,4,Individuals,,,126,272,,,790
04/30/2021,Brooklyn,5,Individuals,,,391,356,,71,371
04/30/2021,Brooklyn,6,Individuals,,118,124,405,,,319
04/30/2021,Brooklyn,7,Individuals,,,182,725,,,11
04/30/2021,Brooklyn,8,Individuals,,,130,84,,,418
04/30/2021,Brooklyn,9,Individuals,,,105,,,,406
04/30/2021,Brooklyn,10,Individuals,,,,,,,
04/30/2021,Brooklyn,11,Individuals,,,,,,,
04/30/2021,Brooklyn,12,Individuals,,,,95,,,139
04/30/2021,Brooklyn,13,Individuals,,,,65,,,10
04/30/2021,Brooklyn,14,Individuals,,,,,,,75
04/30/2021,Brooklyn,15,Individuals,,,,,,,127
04/30/2021,Brooklyn,16,Individuals,,,124,517,,64,2049
04/30/2021,Brooklyn,17,Individuals,,,,125,,,632
04/30/2021,Brooklyn,18,Individuals,,320,,,,,564
04/30/2021,Manhattan,1,Individuals,,,,236,,97,
04/30/2021,Manhattan,2,Individuals,,,,193,,,
04/30/2021,Manhattan,3,Individuals,,,108,523,,149,323
04/30/2021,Manhattan,4,Individuals,,,0,1442,,555,
04/30/2021,Manhattan,5,Individuals,,274,,1712,,1408,284
04/30/2021,Manhattan,6,Individuals,,,446,470,,,
04/30/2021,Manhattan,7,Individuals,,204,127,518,,,529
04/30/2021,Manhattan,8,Individuals,,,38,300,,,
04/30/2021,Manhattan,9,Individuals,,,,,,,616
04/30/2021,Manhattan,10,Individuals,,,325,,,,676
04/30/2021,Manhattan,11,Individuals,,,732,,,,437
04/30/2021,Manhattan,12,Individuals,,,199,,,,
04/30/2021,Queens,1,Individuals,,,112,862,,150,300
04/30/2021,Queens,2,Individuals,,247,,111,,233,182
04/30/2021,Queens,3,Individuals,,,,378,,,664
04/30/2021,Queens,4,Individuals,,,,234,,,487
04/30/2021,Queens,5,Individuals,,,97,,,,
04/30/2021,Queens,6,Individuals,,,,,,,
04/30/2021,Queens,7,Individuals,,,91,200,,78,
04/30/2021,Queens,8,Individuals,,,,,,,305
04/30/2021,Queens,9,Individuals,,,,,,,
04/30/2021,Queens,10,Individuals,320,,155,56,,251,
04/30/2021,Queens,11,Individuals,,,,,,,
04/30/2021,Queens,12,Individuals,,183,148,898,,,1226
04/30/2021,Queens,13,Individuals,,,,575,,151,743
04/30/2021,Queens,14,Individuals,,289,,178,,64,134
04/30/2021,Staten Island,1,Individuals,,,,,,,81
